neg_pos,word,value,inflections
neg,mies,-0.0048,"mieseste,miesere,mieses,mieserem,miesen,miesem,mieser,miesest,miese,miesestes,miesester,mieseren,miesesten,miesestem,mieserer,mieseres"
neg,miesepetrig,-0.0048,"miesepetrigster,miesepetrigere,miesepetriges,miesepetrigstes,miesepetriger,miesepetrigste,miesepetrigeres,miesepetrigerer,miesepetrigsten,miesepetrigeren,miesepetrigem,miesepetrigerem,miesepetrigst,miesepetrigen,miesepetrigstem,miesepetrige"
neg,mindern,-0.057,"minderen,minder,mindertet,gemindert,minderst,minderten,minderte,mindertest,mindert,mindere"
neg,minderwertig,-0.613,"minderwertiges,minderwertigster,minderwertiger,minderwertigstes,minderwertigstem,minderwertigsten,minderwertige,minderwertigen,minderwertigem,minderwertigerer,minderwertigeren,minderwertigst,minderwertigerem,minderwertigere,minderwertigste,minderwertigeres"
neg,miserabel,-0.2004,"miserablen,miserabler,miserables,miserablerem,miserableren,miserablere,miserable,miserabelst,miserabelster,miserableres,miserabelste,miserabelstes,miserablerer,miserabelsten,miserabelstem,miserablem"
neg,missachten,-0.0048,NA
neg,missbrauchen,-0.0048,NA
neg,missfallen,-0.0048,NA
neg,missgelaunt,-0.297,"missgelaunteren,missgelaunterem,missgelaunterer,missgelaunteres,missgelaunten,missgelauntem,missgelauntes,missgelauntest,missgelaunter,missgelaunte,missgelaunteste,missgelauntester,missgelauntestem,missgelauntesten,missgelauntestes,missgelauntere"
neg,missglücken,-0.0048,NA
neg,misslingen,-0.0048,NA
neg,missmutig,-0.3166,NA
neg,missraten,-0.0048,"missratenes,missratensten,missratenstem,missratnere,missratner,missratenst,missratneres,missrateneren,missratenere,missrateneres,missratenerer,missratene,missratnerem,missratenste,missratneren,missratener,missratenstes,missratenem,missratnerer,missratenster,missratenen,missratenerem"
neg,misstrauisch,-0.3333,NA
neg,missverstehen,-0.3202,NA
neg,mist,-0.1723,NA
neg,mittellos,-0.0048,"mittelloserer,mittelloserem,mittelloseren,mittellosester,mittellosestes,mittellosest,mittellosestem,mittellosesten,mittelloseres,mittelloser,mittelloses,mittellose,mittellosere,mittellosen,mittelloseste,mittellosem"
neg,mittelmäßig,-0.1871,"mittelmäßigstem,mittelmäßigsten,mittelmäßigem,mittelmäßigerem,mittelmäßigeren,mittelmäßigeres,mittelmäßigen,mittelmäßigerer,mittelmäßige,mittelmäßigste,mittelmäßigst,mittelmäßiges,mittelmäßiger,mittelmäßigere,mittelmäßigster,mittelmäßigstes"
neg,monoton,-0.0533,"monotonerer,monotonst,monotoneres,monotonstem,monotonere,monotonsten,monotone,monotonerem,monotonstes,monotoneren,monotonster,monotoner,monotones,monotonste,monotonem,monotonen"
neg,morbid,-0.0048,"morbiden,morbidem,morbide,morbideste,morbidestem,morbidesten,morbider,morbides,morbidestes,morbidester,morbidere,morbiderer,morbideren,morbiderem,morbideres,morbidest"
neg,morden,-0.0048,"morde,gemordet,mordtest,mordete,mordtet,mordetet,mordten,mordet,mord,mordeten,mordetest,mordte,mordest"
neg,murren,-0.0496,"murrtest,murrtet,murr,murre,murrte,murrt,murrst,murrest,gemurrt,murrten,murret"
neg,mutlos,-0.0048,"mutlosem,mutloserem,mutlosen,mutlosest,mutloseren,mutloseres,mutloserer,mutlosere,mutloseste,mutlosestes,mutlosestem,mutlosesten,mutlosester,mutlose,mutloser,mutloses"
neg,mörderisch,-0.0384,"mörderischere,mörderischstem,mörderischsten,mörderischeren,mörderischerem,mörderischster,mörderischstes,mörderischste,mörderische,mörderischen,mörderischst,mörderischeres,mörderisches,mörderischer,mörderischem,mörderischerer"
neg,müde,-0.0048,"müderer,müderem,müderen,müdest,müdes,müdeste,müder,müdere,müden,müdem,müdestem,müdesten,müdester,müdestes,müderes"
neg,mühsam,-0.3336,"mühsamere,mühsames,mühsamer,mühsamerem,mühsamstem,mühsameren,mühsamst,mühsamsten,mühsameres,mühsamerer,mühsamstes,mühsamster,mühsamem,mühsamen,mühsamste,mühsame"
neg,mürrisch,-0.4658,"mürrischere,mürrischerem,mürrischeren,mürrischst,mürrischerer,mürrischeres,mürrischen,mürrischem,mürrischstem,mürrischsten,mürrisches,mürrische,mürrischster,mürrischstes,mürrischer,mürrischste"
neg,nachlassen,-0.0048,NA
neg,nachlässig,-0.3307,"nachlässigst,nachlässige,nachlässigste,nachlässigere,nachlässigerer,nachlässigeres,nachlässigsten,nachlässiges,nachlässiger,nachlässigstes,nachlässigster,nachlässigen,nachlässigem,nachlässigerem,nachlässigeren,nachlässigstem"
neg,nachteilig,-0.3357,"nachteiligster,nachteiligstes,nachteiliger,nachteiligerem,nachteiligen,nachteiligem,nachteiligstem,nachteiligsten,nachteiliges,nachteiligere,nachteilige,nachteiligeren,nachteiligste,nachteiligerer,nachteiligeres,nachteiligst"
neg,naiv,-0.0675,"naivsten,naivst,naivstem,naivster,naiveres,naivstes,naiverer,naivere,naiveren,naiverem,naive,naives,naiver,naivste,naivem,naiven"
neg,negativ,-0.4949,"negativste,negativere,negativer,negatives,negativem,negativen,negativst,negativerem,negativeren,negativstes,negativster,negativerer,negative,negativeres,negativsten,negativstem"
neg,neidisch,-0.0048,"neidischst,neidischerem,neidischeren,neidischstes,neidischeres,neidischere,neidischste,neidischerer,neidische,neidischen,neidischem,neidischster,neidisches,neidischer,neidischstem,neidischsten"
neg,nerven,-0.1374,NA
neg,nervenaufreibend,-0.0376,"nervenaufreibende,nervenaufreibendstes,nervenaufreibenden,nervenaufreibendst,nervenaufreibendem,nervenaufreibender,nervenaufreibendes,nervenaufreibendere,nervenaufreibenderem,nervenaufreibenderen,nervenaufreibenderes,nervenaufreibendster,nervenaufreibendsten,nervenaufreibenderer,nervenaufreibendste,nervenaufreibendstem"
neg,nervig,-0.0048,"nervigerem,nervigeren,nervigste,nerviger,nerviges,nervigem,nervigen,nervigstes,nervigster,nervigsten,nervigstem,nervigere,nervige,nervigeres,nervigerer,nervigst"
neg,nervös,-0.0042,"nervöseste,nervöseren,nervösest,nervöserem,nervösem,nervösen,nervösere,nervöses,nervöser,nervösesten,nervösestem,nervöseres,nervösestes,nervöserer,nervöse,nervösester"
neg,neutralisieren,-0.1892,"neutralisiert,neutralisiertest,neutralisiertet,neutralisierte,neutralisier,neutralisierten,neutralisierst,neutralisieret,neutralisierest,neutralisiere"
neg,niedergeschlagen,-0.4708,"niedergeschlagner,niedergeschlagnerer,niedergeschlagneres,niedergeschlagnerem,niedergeschlagenerer,niedergeschlagneren,niedergeschlageneres,niedergeschlagenst,niedergeschlagnere,niedergeschlagene,niedergeschlagenem,niedergeschlagenen,niedergeschlagenerem,niedergeschlagenes,niedergeschlagenste,niedergeschlagener,niedergeschlageneren,niedergeschlagenster,niedergeschlagenstes,niedergeschlagensten,niedergeschlagenere,niedergeschlagenstem"
neg,niedergleitend,-0.0048,NA
neg,niederschlagen,-0.1871,NA
neg,niederschmetternd,-0.0436,NA
neg,niederträchtig,-0.45,"niederträchtiger,niederträchtiges,niederträchtigere,niederträchtigem,niederträchtigen,niederträchtigster,niederträchtigstes,niederträchtigeres,niederträchtigerer,niederträchtigsten,niederträchtige,niederträchtigst,niederträchtigerem,niederträchtigste,niederträchtigstem,niederträchtigeren"
neg,niedrig,-0.3623,"niedrige,niedrigster,niedrigeren,niedrigstes,niedrigerem,niedrigstem,niedrigsten,niedriger,niedriges,niedrigste,niedrigere,niedrigen,niedrigst,niedrigem,niedrigeres,niedrigerer"
neg,nutzlos,-0.485,"nutzlosester,nutzlosest,nutzlosestes,nutzlose,nutzloseren,nutzloserem,nutzlosere,nutzloserer,nutzloses,nutzloser,nutzloseres,nutzlosen,nutzlosem,nutzloseste,nutzlosestem,nutzlosesten"
neg,närrisch,-0.0443,"närrischem,närrischste,närrischsten,närrischen,närrischst,närrischstem,närrischerer,närrischerem,närrischeren,närrische,närrischere,närrischeres,närrischstes,närrischer,närrischster,närrisches"
neg,nörgeln,-0.1789,"nörgeltet,nörgel,nörgelen,nörgelt,nörgele,nörgl,nörgelten,nörgle,nörgelte,nörgeltest,nörgelst,genörgelt"
neg,nötigen,-0.0048,"nötigtet,nötiget,nötige,nötigt,nötigtest,nötigest,genötigt,nötigten,nötigte,nötigst,nötig"
neg,oberflächlich,-0.1794,NA
neg,ominös,-0.0048,"ominösestem,ominösesten,ominösem,ominösen,ominösere,ominöser,ominöses,ominöseste,ominöserem,ominöseren,ominösestes,ominöse,ominöserer,ominöseres,ominösester,ominösest"
neg,ordnungswidrig,-0.171,"ordnungswidrigste,ordnungswidrigst,ordnungswidrige,ordnungswidrigeres,ordnungswidrigerer,ordnungswidrigere,ordnungswidriger,ordnungswidrigster,ordnungswidriges,ordnungswidrigstes,ordnungswidrigem,ordnungswidrigen,ordnungswidrigeren,ordnungswidrigstem,ordnungswidrigsten,ordnungswidrigerem"
neg,panisch,-0.0048,"panischsten,panische,panischerer,panischeres,panischste,panischstem,panischerem,panischst,panischeren,panischster,panischere,panischstes,panischen,panischem,panischer,panisches"
neg,peinlich,-0.0048,"peinliche,peinlichsten,peinlichstem,peinlichste,peinlichstes,peinlichster,peinlichen,peinlicherem,peinlichst,peinlichem,peinlicheren,peinlicheres,peinlicherer,peinlicher,peinlichere,peinliches"
neg,pessimistisch,-0.3359,NA
neg,pflichtwidrig,-0.0048,"pflichtwidrigstes,pflichtwidrigster,pflichtwidrigere,pflichtwidrigeres,pflichtwidrigst,pflichtwidrigstem,pflichtwidrigerer,pflichtwidrigste,pflichtwidrige,pflichtwidrigeren,pflichtwidrigsten,pflichtwidriger,pflichtwidrigerem,pflichtwidrigem,pflichtwidrigen,pflichtwidriges"
neg,pikiert,-0.0048,"pikiertester,pikiertestes,pikierte,pikiertere,pikierten,pikiertem,pikiertes,pikierter,pikierteren,pikierterem,pikierteste,pikiertest,pikiertestem,pikiertesten,pikierterer,pikierteres"
neg,planlos,-0.1869,"planloseres,planlose,planlosst,planloserer,planlosem,planloses,planloser,planlosen,planloseren,planlosster,planloserem,planlosstes,planlosste,planlosstem,planlossten,planlosere"
neg,prekär,-0.3272,"prekärstem,prekärerer,prekäreres,prekären,prekärere,prekärst,prekärem,prekärer,prekärerem,prekäreren,prekäres,prekäre,prekärsten,prekärste,prekärstes,prekärster"
neg,primitiv,-0.7475,NA
neg,problematisch,-0.3524,NA
neg,profan,-0.0048,"profansten,profaner,profanstes,profane,profanster,profanes,profaneren,profanerem,profanste,profanere,profanerer,profaneres,profanst,profanem,profanen,profanstem"
neg,protestieren,-0.0048,"protestieret,protestiertet,protestiere,protestier,protestierte,protestierst,protestiert,protestierten,protestierest,protestiertest"
neg,provisorisch,-0.0048,NA
neg,provozieren,-0.3369,"provozierest,provozieret,provoziertest,provoziertet,provozier,provozierte,provozierst,provoziere,provoziert,provozierten"
neg,prügeln,-0.0507,"geprügelt,prügl,prügelen,prügelte,prügelten,prügele,prügeltest,prügelt,prügel,prügle,prügeltet,prügelst"
neg,qualvoll,-0.0048,"qualvollstem,qualvollsten,qualvollstes,qualvollster,qualvollere,qualvolleres,qualvollerer,qualvolle,qualvollen,qualvollst,qualvollem,qualvollste,qualvoller,qualvolleren,qualvollerem,qualvolles"
neg,quälen,-0.1929,"quälest,gequält,quältest,quälet,quälte,quälten,quälst,quäle,quältet,quält,quäl"
neg,rabiat,-0.0402,"rabiaterem,rabiateren,rabiaterer,rabiatestes,rabiates,rabiatester,rabiater,rabiatem,rabiateste,rabiateres,rabiaten,rabiatere,rabiatestem,rabiatesten,rabiatest,rabiate"
neg,radikal,-0.487,NA
neg,rammen,-0.0048,"rammte,ramme,ramm,rammten,rammt,gerammt,rammtest,rammest,rammst,rammet,rammtet"
neg,ramponieren,-0.0048,"ramponierest,ramponiertest,ramponier,ramponiere,ramponiert,ramponiertet,ramponierst,ramponieret,ramponierte,ramponierten"
neg,rasend,-0.0048,"rasenderen,rasenderem,rasendem,rasendste,rasendes,rasende,rasender,rasenderer,rasenderes,rasenden,rasendst,rasendster,rasendstes,rasendere,rasendstem,rasendsten"
neg,rauh,-0.0286,"rauhste,rauhe,rauhstem,rauhere,rauhsten,rauhes,rauhestem,rauhesten,rauhst,rauheste,rauhester,rauheres,rauherer,rauhestes,rauheren,rauhest,rauher,rauhstes,rauherem,rauhster,rauhem,rauhen"
neg,rausgeschmissen,-0.1863,NA
neg,rebellisch,-0.1706,"rebellischst,rebellischere,rebellischster,rebellischerer,rebellisches,rebellischer,rebellischerem,rebellischeren,rebellischstes,rebellischstem,rebellischsten,rebellischem,rebellischeres,rebellischen,rebellische,rebellischste"
neg,rechthaberisch,-0.0048,"rechthaberischere,rechthaberischem,rechthaberischen,rechthaberische,rechthaberischer,rechthaberisches,rechthaberischerem,rechthaberischeren,rechthaberischste,rechthaberischster,rechthaberischstem,rechthaberischsten,rechthaberischerer,rechthaberischst,rechthaberischstes,rechthaberischeres"
neg,rechtswidrig,-0.3406,"rechtswidrigere,rechtswidrigerem,rechtswidrigstem,rechtswidrigsten,rechtswidrigeren,rechtswidrigen,rechtswidrigem,rechtswidrigerer,rechtswidrigste,rechtswidrigst,rechtswidrige,rechtswidriger,rechtswidriges,rechtswidrigeres,rechtswidrigstes,rechtswidrigster"
neg,reduzieren,-0.0048,"reduzierest,reduziere,reduziert,reduzierst,reduzierte,reduziertet,reduzierten,reduzieret,reduziertest,reduzier"
neg,renitent,-0.0048,"renitenten,renitenterem,renitenteren,renitentest,renitentem,renitenterer,renitenteste,renitente,renitentestem,renitentesten,renitentestes,renitentere,renitentester,renitentes,renitenter,renitenteres"
neg,repetiv,-0.0048,NA
neg,riskant,-0.0482,"riskantestem,riskantesten,riskanteren,riskantes,riskantestes,riskanter,riskanterem,riskantester,riskanteste,riskanten,riskantem,riskante,riskanterer,riskanteres,riskantest,riskantere"
neg,riskieren,-0.3328,"riskierest,riskierten,riskier,riskierte,riskierst,riskiertest,riskiere,riskiert,riskieret,riskiertet"
neg,rosten,-0.0048,"roste,rost,rostest,gerostet,rostten,rostet,rosttet,rostete,rosteten,rosttest,rostetest,rostetet,rostte"
neg,ruchlos,-0.037,"ruchloseres,ruchloserer,ruchlosere,ruchlosem,ruchlosen,ruchlosest,ruchlosester,ruchlosestes,ruchloserem,ruchloser,ruchloses,ruchloseren,ruchlose,ruchloseste,ruchlosestem,ruchlosesten"
neg,ruckeln,-0.0387,NA
neg,ruinös,-0.0048,"ruinösem,ruinösere,ruinösen,ruinöseste,ruinöserem,ruinöseren,ruinöserer,ruinöse,ruinösesten,ruinöser,ruinösest,ruinöses,ruinösestem,ruinösester,ruinösestes,ruinöseres"
neg,ruppig,-0.0048,"ruppigere,ruppigste,ruppigstes,ruppigem,ruppigeren,ruppigerem,ruppigster,ruppigen,ruppiges,ruppigstem,ruppigsten,ruppige,ruppiger,ruppigeres,ruppigst,ruppigerer"
neg,rutschen,-0.0048,"rutscht,rutschet,rutsche,rutschten,rutschte,rutschtest,rutschst,rutschtet,rutschest,rutsch,gerutscht"
neg,rächen,-0.3489,"rächt,rächtet,rächtest,räche,räch,rächten,rächst,rächet,rächte,gerächt,rächest"
neg,rückläufig,-0.0544,NA
neg,rücksichtslos,-0.4754,"rücksichtslosen,rücksichtslosem,rücksichtslosest,rücksichtslosestes,rücksichtslose,rücksichtslosester,rücksichtsloserer,rücksichtsloseres,rücksichtslosestem,rücksichtslosesten,rücksichtsloserem,rücksichtsloseste,rücksichtsloseren,rücksichtslosere,rücksichtsloses,rücksichtsloser"
neg,rückständig,-0.0048,"rückständiger,rückständigerer,rückständiges,rückständigsten,rückständigerem,rückständigere,rückständigeren,rückständigstem,rückständige,rückständigst,rückständigster,rückständigste,rückständigen,rückständigeres,rückständigstes,rückständigem"
neg,rückwärts,-0.3496,NA
neg,rüde,-0.0048,"rüdestes,rüdester,rüdestem,rüdesten,rüdee,rüdeer,rüdeere,rüdees,rüdeste,rüdeerem,rüdeeren,rüdeeres,rüdest,rüdeerer,rüdeem,rüdeen"
neg,sabotieren,-0.0048,"sabotiert,sabotiertest,sabotier,sabotiertet,sabotieret,sabotierten,sabotierst,sabotierte,sabotierest,sabotiere"
neg,sauer,-0.0048,"sauerstem,sauerste,sauersten,saurere,sauren,sauerst,saurem,sauerster,saurerer,sauerstes,saureres,saurer,saurerem,saures,saure,saureren"
neg,schade,-0.0048,"schadee,schadeerem,schadeste,schadeere,schadeeres,schadeerer,schadestem,schadeeren,schadees,schadesten,schadest,schadester,schadeer,schadestes,schadeen,schadeem"
neg,schadhaft,-0.0048,"schadhaftem,schadhafteste,schadhaften,schadhaftere,schadhafteren,schadhafte,schadhafteres,schadhafter,schadhafterer,schadhaftest,schadhafterem,schadhaftestem,schadhaftesten,schadhaftestes,schadhaftester,schadhaftes"
neg,schal,-0.0048,"schalst,schale,schalstem,schalsten,schaler,schalere,schales,schaleren,schalerem,schalen,schalster,schalem,schalerer,schalste,schalstes,schaleres"
neg,schamlos,-0.3332,"schamloser,schamloserem,schamlosestes,schamloseren,schamloses,schamloseres,schamlosere,schamloserer,schamlosesten,schamlosestem,schamlosen,schamlosem,schamlosester,schamlose,schamlosest,schamloseste"
neg,schauerlich,-0.0048,"schauerlichsten,schauerlicher,schauerlicheres,schauerliches,schauerlichstem,schauerlicherer,schauerliche,schauerlicherem,schauerlicheren,schauerlichem,schauerlichster,schauerlichen,schauerlichst,schauerlichstes,schauerlichste,schauerlichere"
neg,schaurig,-0.0048,"schaurigstes,schaurigster,schauriges,schauriger,schaurige,schaurigeres,schaurigerer,schaurigerem,schaurigst,schaurigste,schaurigeren,schaurigere,schaurigsten,schaurigem,schaurigen,schaurigstem"
neg,scheiden,-0.0557,NA
neg,scheiss,-0.1838,NA
neg,scheisse,-0.0226,NA
neg,scheiß,-0.3381,NA
neg,scheiße,-0.2945,NA
neg,schelten,-0.3143,NA
neg,scheusslich,-0.0048,NA
neg,scheußlich,-0.1834,"scheußlicher,scheußlicheres,scheußliches,scheußlichem,scheußlicherer,scheußlichen,scheußlichster,scheußliche,scheußlichsten,scheußlichst,scheußlichstem,scheußlichere,scheußlicheren,scheußlicherem,scheußlichstes,scheußlichste"
neg,schimmelig,-0.304,NA
neg,schimpfend,-0.0048,NA
neg,schlaff,-0.0472,"schlaffem,schlaffen,schlaffste,schlaffst,schlaffes,schlaffer,schlaffstem,schlaffsten,schlaffe,schlafferer,schlafferem,schlafferen,schlaffstes,schlaffere,schlafferes,schlaffster"
neg,schlagen,-0.0306,NA
neg,schlapp,-0.0048,"schlappstes,schlappster,schlappere,schlappsten,schlappstem,schlappe,schlapperen,schlapperem,schlappste,schlappem,schlappen,schlapperer,schlapperes,schlapper,schlappes,schlappst"
neg,schlecht,-0.7706,"schlechtem,schlechten,schlechteste,schlechtes,schlechtest,schlechte,schlechter,schlechteren,schlechterem,schlechtesten,schlechtestem,schlechtere,schlechtester,schlechteres,schlechterer,schlechtestes"
neg,schleppend,-0.0048,"schleppendster,schleppende,schleppendstes,schleppenderes,schleppenderer,schleppendstem,schleppendsten,schleppenderem,schleppenderen,schleppendste,schleppendere,schleppendes,schleppender,schleppendst,schleppendem,schleppenden"
neg,schlicht,-0.623,"schlichtes,schlichtere,schlichtem,schlichten,schlichterem,schlichter,schlichtesten,schlichteres,schlichte,schlichterer,schlichtest,schlichtestem,schlichteren,schlichtester,schlichteste,schlichtestes"
neg,schließen,-0.211,NA
neg,schlimm,-0.1705,"schlimmste,schlimmstem,schlimmsten,schlimmer,schlimmes,schlimmerer,schlimmeren,schlimmerem,schlimmere,schlimmeres,schlimme,schlimmen,schlimmst,schlimmster,schlimmem,schlimmstes"
neg,schlimmer,-0.6494,NA
neg,schlotterig,-0.0048,NA
neg,schlottern,-0.0048,"schlotterten,schlotter,schlotterst,schlotterte,schlotteren,schlottert,geschlottert,schlottertest,schlottere,schlottertet"
neg,schmerzen,-0.3251,"schmerz,schmerzten,schmerztet,schmerzet,schmerztest,schmerzte,geschmerzt,schmerzt,schmerze,schmerzest"
neg,schmerzerfüllt,-0.0048,"schmerzerfülltest,schmerzerfülltem,schmerzerfüllterer,schmerzerfüllten,schmerzerfülltes,schmerzerfüllter,schmerzerfüllteres,schmerzerfülltesten,schmerzerfüllterem,schmerzerfüllteren,schmerzerfüllteste,schmerzerfülltestem,schmerzerfülltester,schmerzerfülltestes,schmerzerfülltere,schmerzerfüllte"
neg,schmerzhaft,-0.3182,"schmerzhaftestes,schmerzhaftester,schmerzhaftere,schmerzhaftesten,schmerzhafte,schmerzhafterem,schmerzhaften,schmerzhafteren,schmerzhaftes,schmerzhaftest,schmerzhafter,schmerzhafteste,schmerzhaftestem,schmerzhafterer,schmerzhaftem,schmerzhafteres"
neg,schmerzlich,-0.0516,"schmerzlicheren,schmerzlichstem,schmerzlichem,schmerzlichen,schmerzlicherer,schmerzlicheres,schmerzlichsten,schmerzlicher,schmerzliches,schmerzlichstes,schmerzlichster,schmerzlichst,schmerzlichste,schmerzliche,schmerzlicherem,schmerzlichere"
neg,schmerzvoll,-0.0428,"schmerzvolle,schmerzvollstem,schmerzvollsten,schmerzvollste,schmerzvollster,schmerzvollerem,schmerzvolleren,schmerzvollst,schmerzvollstes,schmerzvolleres,schmerzvoller,schmerzvolles,schmerzvollem,schmerzvollen,schmerzvollere,schmerzvollerer"
neg,schmuggeln,-0.0048,"schmuggeltest,schmuggelte,schmuggle,schmuggelst,schmuggeltet,schmuggelen,schmuggel,schmuggelt,schmuggl,schmuggelten,schmuggele,geschmuggelt"
neg,schmutzig,-0.2984,"schmutzigeren,schmutzigstes,schmutzigster,schmutzigerem,schmutzigerer,schmutzigeres,schmutzigen,schmutzigem,schmutzigst,schmutziges,schmutzige,schmutzigste,schmutziger,schmutzigstem,schmutzigsten,schmutzigere"
neg,schocken,-0.0396,"schockest,schockst,schockte,schocket,schocktet,schock,schocktest,schockten,schocke,schockt,geschockt"
neg,schockierend,-0.1933,NA
neg,schonungslos,-0.461,"schonungsloseste,schonungslosere,schonungsloser,schonungsloserem,schonungsloseren,schonungslosestem,schonungslosesten,schonungsloses,schonungsloserer,schonungslosester,schonungslose,schonungsloseres,schonungslosest,schonungslosem,schonungslosestes,schonungslosen"
neg,schrecklich,-0.0242,"schrecklicheres,schreckliche,schreckliches,schrecklicher,schrecklichere,schrecklichstem,schrecklichsten,schrecklichster,schrecklichste,schrecklichstes,schrecklicheren,schrecklicherem,schrecklichem,schrecklicherer,schrecklichen,schrecklichst"
neg,schrumpfen,-0.0048,"schrumpfst,schrumpfte,schrumpfest,schrumpft,schrumpften,schrumpftest,schrumpftet,schrumpfe,schrumpfet,geschrumpft,schrumpf"
neg,schubsen,-0.1756,"schubsten,schubset,geschubst,schubse,schubst,schubstet,schubstest,schubste,schubs,schubsest"
neg,schuftig,-0.0048,"schuftiger,schuftigstes,schuftiges,schuftige,schuftigen,schuftigere,schuftigste,schuftigem,schuftigsten,schuftigstem,schuftigerem,schuftigeren,schuftigster,schuftigerer,schuftigst,schuftigeres"
neg,schulden,-0.0048,"schuldet,schuldeten,schuldten,schuld,geschuldet,schuldetest,schuldtest,schuldtet,schuldete,schulde,schuldte,schuldetet,schuldest"
neg,schuldhaft,-0.3346,"schuldhaftester,schuldhafteste,schuldhaftestem,schuldhaftesten,schuldhaftest,schuldhaftestes,schuldhafteren,schuldhafterem,schuldhafterer,schuldhafteres,schuldhaften,schuldhaftem,schuldhaftere,schuldhaftes,schuldhafter,schuldhafte"
neg,schuldig,-0.7968,"schuldigster,schuldigstes,schuldigste,schuldiges,schuldiger,schuldigen,schuldigeren,schuldigerem,schuldige,schuldigem,schuldigeres,schuldigerer,schuldigst,schuldigstem,schuldigsten,schuldigere"
neg,schwach,-0.9206,"schwächstem,schwächsten,schwächster,schwächstes,schwachem,schwächerem,schwacher,schwaches,schwächere,schwächeren,schwachen,schwache,schwächerer,schwächeres,schwächer,schwächst,schwächste"
neg,schwer,-0.0048,"schwerstes,schwerster,schwere,schwerst,schwerste,schwerstem,schwersten,schweren,schwerem,schwerere,schwereres,schwererer,schwerer,schwererem,schwereren,schweres"
neg,schwerfällig,-0.0048,"schwerfälligst,schwerfällige,schwerfälligere,schwerfälligste,schwerfälligerer,schwerfälligeres,schwerfälligem,schwerfälligen,schwerfälligerem,schwerfälliges,schwerfälliger,schwerfälligeren,schwerfälligsten,schwerfälligstem,schwerfälligster,schwerfälligstes"
neg,schwerwiegend,-0.0048,"schwerwiegenderem,schwerwiegenderen,schwerwiegendstem,schwerwiegendsten,schwerwiegenderer,schwerwiegendere,schwerwiegenderes,schwerwiegendst,schwerwiegendstes,schwerwiegende,schwerwiegendster,schwerwiegenden,schwerwiegendem,schwerwiegendste,schwerwiegender,schwerwiegendes"
neg,schwierig,-0.0245,"schwierigen,schwierigem,schwierigst,schwierigstem,schwierigsten,schwierigerer,schwierigerem,schwierigeren,schwierige,schwierigster,schwierigste,schwierigere,schwierigstes,schwierigeres,schwieriges,schwieriger"
neg,schwinden,-0.0048,NA
neg,schwindlig,-0.0512,"schwindligste,schwindlige,schwindliges,schwindligeren,schwindligen,schwindligem,schwindligerer,schwindligere,schwindligeres,schwindliger,schwindligstem,schwindligsten,schwindligerem,schwindligster,schwindligst,schwindligstes"
neg,schwächen,-0.3372,"schwächest,schwächten,schwäch,schwächet,schwächtest,schwächtet,schwächt,schwächst,schwächte,schwäche,geschwächt"
neg,schwächlich,-0.3167,"schwächlichsten,schwächlicheren,schwächlicherem,schwächlichstem,schwächlicherer,schwächlicheres,schwächliche,schwächlichere,schwächlichster,schwächlichstes,schwächlichem,schwächlichst,schwächlichen,schwächlichste,schwächlicher,schwächliches"
neg,schäbig,-0.0421,"schäbigere,schäbigeren,schäbigster,schäbigstes,schäbigerem,schäbigerer,schäbige,schäbigeres,schäbiges,schäbiger,schäbigsten,schäbigstem,schäbigem,schäbigen,schäbigste,schäbigst"
neg,schädigend,-0.1779,NA
neg,schädigenden,-0.3284,NA
neg,schädlich,-0.9269,"schädlicher,schädlicheren,schädlichem,schädlichen,schädlicheres,schädlicherer,schädliches,schädlichere,schädlichster,schädlichst,schädlichstes,schädliche,schädlichsten,schädlicherem,schädlichstem,schädlichste"
neg,schämen,-0.893,"schämt,geschämt,schämtest,schämest,schämten,schämet,schämst,schäme,schämte,schämtet,schäm"
neg,seicht,-0.1742,"seichteste,seichteres,seichterer,seichteren,seichten,seichtere,seichtem,seichterem,seichtest,seichtestem,seichtesten,seichtes,seichter,seichte,seichtester,seichtestes"
neg,seltsam,-0.0048,"seltsame,seltsamerem,seltsameren,seltsamstem,seltsamsten,seltsamerer,seltsames,seltsamer,seltsamste,seltsamen,seltsamst,seltsamem,seltsamster,seltsamere,seltsameres,seltsamstes"
neg,senken,-0.0596,"senke,senket,senkest,senktet,senktest,senkt,senk,senkte,gesenkt,senkten,senkst"
neg,sinken,-0.2064,NA
neg,sinnlos,-0.6331,"sinnloseste,sinnlosere,sinnloserem,sinnloses,sinnloser,sinnlose,sinnlosen,sinnlosem,sinnlosest,sinnlosestes,sinnlosester,sinnlosestem,sinnlosesten,sinnloseren,sinnloseres,sinnloserer"
neg,skandalös,-0.0048,"skandalösest,skandalöse,skandalösestem,skandalöserem,skandalöseren,skandalöses,skandalösesten,skandalöser,skandalösere,skandalösestes,skandalösester,skandalösen,skandalösem,skandalöseres,skandalöserer,skandalöseste"
neg,skeptisch,-0.1985,"skeptischst,skeptischem,skeptischen,skeptisches,skeptischer,skeptischstes,skeptischster,skeptischeren,skeptischstem,skeptischsten,skeptischerem,skeptischere,skeptischerer,skeptischeres,skeptische,skeptischste"
neg,skrupellos,-0.1814,"skrupellosestem,skrupellosesten,skrupelloser,skrupellosester,skrupellose,skrupelloses,skrupellosest,skrupelloserer,skrupelloseres,skrupelloserem,skrupelloseren,skrupelloseste,skrupellosere,skrupellosem,skrupellosestes,skrupellosen"
